epoch,train_loss,val_loss,val_acc,lr
1,1.8790950602904926,2.2229700991601655,0.2453125,0.00030000000000000003
2,1.5250649180249116,1.4998943950190688,0.4138541666666667,0.00030000000000000003
3,1.347878078997362,1.7742831526380596,0.3575446428571429,0.00030000000000000003
4,1.2534431794750374,1.4480412981726907,0.45022321428571427,0.00030000000000000003
5,1.2000680554502363,1.2418412584247012,0.5042113095238095,0.00030000000000000003
6,1.1649066776377166,1.2619720697402954,0.4993303571428571,0.00030000000000000003
7,1.1385849623625723,1.1857565280162927,0.5253125,0.00030000000000000003
8,1.1179144382476807,1.2041118235299082,0.518139880952381,0.00030000000000000003
9,1.1010549535316205,1.40036505280119,0.47541666666666665,0.00030000000000000003
10,1.0869160804458444,1.1809583541118738,0.5277529761904762,0.00030000000000000003
11,1.0767811656904764,1.6138930411049814,0.4563988095238095,0.00030000000000000003
12,1.0657320496247296,1.366457968047171,0.4785714285714286,0.00030000000000000003
13,1.0562935809218839,1.4847536087036133,0.4684375,0.00030000000000000003
14,1.0481272385147589,1.093763069673018,0.5551636904761905,0.00030000000000000003
15,1.040503040239385,1.256219992131898,0.5189136904761905,0.00030000000000000003
16,1.032083406647802,1.1426911769491253,0.5432589285714285,0.00030000000000000003
17,1.0250599978087973,1.3179441365328701,0.5155208333333333,0.00030000000000000003
18,1.0182912367831618,2.2605078834475894,0.38989583333333333,0.00030000000000000003
19,1.011027302125561,1.4514509240786235,0.46092261904761905,0.00030000000000000003
20,1.0070769879754504,1.1978663242224492,0.52375,0.00030000000000000003
21,0.9993506642802134,1.3452899690830347,0.5058928571428571,0.00030000000000000003
22,0.9941189488530612,1.3221566622907466,0.5138095238095238,0.00030000000000000003
23,0.9887743775835509,1.054843786991004,0.5663839285714286,0.00030000000000000003
24,0.9836341403283094,1.4824083591952468,0.4871875,0.00030000000000000003
25,0.9796676662938223,1.1392270669792637,0.5403125,0.00030000000000000003
26,0.9728116866753582,1.3244665427641436,0.5141666666666667,0.00030000000000000003
27,0.9693486393631184,1.0762053990002833,0.5659970238095238,0.00030000000000000003
28,0.9652155825847002,1.3287670214970906,0.49888392857142855,0.00030000000000000003
29,0.95877025970488,1.572056967200655,0.4751636904761905,0.00030000000000000003
30,0.954408738096404,1.3693694779367158,0.4998958333333333,0.00030000000000000003
