epoch,train_loss,val_loss,val_acc,lr
1,2.1991326428184945,2.167109464154099,0.19699404761904762,0.003
2,2.156544252946803,2.1500433322155112,0.1997172619047619,0.003
3,2.1466450727484525,2.1405544497750024,0.2009970238095238,0.003
4,2.1414159658743857,2.1370700922879307,0.20523809523809525,0.003
5,2.137722216631523,2.1370730111093232,0.20522321428571427,0.003
6,2.135860256369123,2.1365021214340674,0.20376488095238096,0.003
7,2.1336136235936967,2.1363693511847295,0.20407738095238095,0.003
8,2.1318627410061914,2.1289209199674204,0.20642857142857143,0.003
9,2.1297389590694875,2.1295776909047905,0.20598214285714286,0.003
10,2.128414864775799,2.130092230710116,0.20519345238095238,0.003
11,2.127374390685513,2.1292317563837226,0.209375,0.003
12,2.1269287800154304,2.1302551211732808,0.2071875,0.003
13,2.126210712208041,2.1272975134127066,0.20800595238095237,0.003
14,2.1252808498339055,2.12638334794478,0.2059970238095238,0.003
15,2.1239013934770012,2.129279234192588,0.20568452380952382,0.003
16,2.1234414242066357,2.123109889752937,0.21095238095238095,0.003
17,2.1232561339896896,2.126231074333191,0.20895833333333333,0.003
18,2.1227271121717677,2.127567023941965,0.20739583333333333,0.003
19,2.121239064764161,2.1245733535651006,0.20635416666666667,0.003
20,2.121389023704674,2.1247344414393106,0.20861607142857144,0.003
21,2.1204456349289464,2.122290669065533,0.2103125,0.003
22,2.11975660070267,2.1234040982795483,0.2077827380952381,0.003
23,2.120324927137832,2.120662291844686,0.2080654761904762,0.003
24,2.1191436845540093,2.1208228197964756,0.2105357142857143,0.003
25,2.118868127975174,2.118455186034694,0.21160714285714285,0.003
26,2.118403751133966,2.121188824827021,0.2095982142857143,0.003
27,2.1180573860502063,2.122278423020334,0.2100892857142857,0.003
28,2.1182251928423748,2.1211669228293677,0.2084970238095238,0.003
29,2.1175077659548913,2.127058841965415,0.20489583333333333,0.003
30,2.1170134625960664,2.121609030347882,0.20892857142857144,0.003
