epoch,train_loss,val_loss,val_acc,lr
1,2.287076885709291,2.2688514066464975,0.15055059523809525,0.003
2,2.2628768260941308,2.264912244045373,0.15148809523809523,0.003
3,2.2564424126773734,2.259135217377634,0.1551934523809524,0.003
4,2.253487311388603,2.261520103974776,0.15483630952380953,0.003
5,2.2514394154566775,2.2578738819469106,0.15645833333333334,0.003
6,2.2501059058954507,2.2559300805583145,0.15333333333333332,0.003
7,2.249375369612255,2.2600921464688852,0.15270833333333333,0.003
8,2.2485127675669276,2.254511829578515,0.15376488095238094,0.003
9,2.2470334428344843,2.2554647633523652,0.15620535714285713,0.003
10,2.246315629763295,2.2560284824082344,0.15495535714285713,0.003
11,2.2455891012692177,2.2559026118480796,0.15550595238095238,0.003
12,2.2457696484975487,2.2602042718367144,0.15482142857142858,0.003
13,2.244520351460678,2.2568098126035747,0.15410714285714286,0.003
14,2.244709763690093,2.255010305028973,0.15026785714285715,0.003
15,2.2437248465679445,2.253532066489711,0.15476190476190477,0.003
16,2.243579192759873,2.2569749463688242,0.15532738095238094,0.003
17,2.2433220415514232,2.2538571827339404,0.15433035714285714,0.003
18,2.242646609875639,2.2562187295971494,0.15516369047619047,0.003
19,2.2427013817848813,2.254845864845045,0.1569047619047619,0.003
20,2.2422389476471527,2.253536329124913,0.15566964285714285,0.003
21,2.241833984171936,2.2530977725982666,0.15578869047619048,0.003
22,2.2416280983972006,2.2555349920735215,0.1542261904761905,0.003
23,2.241227167187535,2.254365097392689,0.15726190476190477,0.003
24,2.2406837477883457,2.254323366916541,0.15745535714285713,0.003
25,2.2407494796999505,2.2538268999619917,0.1540922619047619,0.003
26,2.2404498854517483,2.2540813467719336,0.15650297619047618,0.003
27,2.2401329464785498,2.2535090988332573,0.1543154761904762,0.003
28,2.2403703361409697,2.256282784722068,0.15345238095238095,0.003
29,2.240309189480974,2.2535932858784995,0.15924107142857144,0.003
30,2.2401478453734076,2.255599701043331,0.15340773809523808,0.003
